title,label
Kutluğ Ataman eserini Külliye’ye hediye etti,0
"Kalın: Charlie Hebdo için yürüyenler, Yeni Zelanda’da katledilen Müslümanlar için de yürüyecek mi?",0
Yeni Zelanda Başbakanı Müslüman toplumunu ziyaret etti: Acıyı kalbimizde hissediyoruz,0
"Yavaş: Adaylık kesinleşince savcıyı değiştirdiler, kapanan dosyayı tekrar açtılar",0
"Facebook, Yeni Zelanda’daki katliamın videosunu 3 saat sonra kaldırdı",0
Saadet Partisi adayından ‘Bilal Erdoğan protokolü’ne tepki,0
Berlusconi’nin ‘bunga bunga’ partilerini ifşa eden modelin şüpheli ölümü sonrası cinayet soruşturması,0
Cumhurbaşkanı Yardımcısı Fuat Oktay ve Dışişleri Bakanı Mevlüt Çavuşoğlu Yeni Zelanda’ya gidiyor,0
Yeni Zelanda Başbakanı Jacinda Ardern: Silah yasalarımız değişecek,0
Yeni Zelanda Başbakanı Ardern: Kurbanlar tüm Müslüman dünyadan,0
Yeni Zelanda’daki saldırıdan yaralı kurtulan Türk: Ölü taklidi yaptık,0
Yeni Zelanda saldırganı hakkında bilinenler: Cami katliamı uluslararası aşırı sağ hareketle bağlantılı olabilir,0
Fransa’da akaryakıt zamlarına karşı eylemlere başlayan ‘Sarı Yelekliler’ hareketi yeni yılı sosyal medya mesajıyla kutladı.,0
"Cumartesi Anneleri, eylemlerinin 700'üncü haftasından bu yana polis ablukasında olan Galatasaray Meydanı'na karanfil bıraktı.",0
NBA'in sayı kralı James Harden'ın diğer büyük skorerlere göre en büyük farkları hücum repertuvarında üç sayılık ve serbest atışların tuttuğu yer.,0
‘Yeni Zelanda’daki cami katliamı failinin Türkiye’de 43 gün geçirmiş olduğu belirlendi’,0
"IŞİD’den, teslim olan üyelerine bombalı saldırı",0
İlkbahar tohumu Büyükşehir’den,1
"Twitter’dan yeni tasarım: Kuş yok, isim farklı, retweetler görünmez",0
Samsung Galaxy S10 serisi Türkiye’de,0
Sezai Temelli: Mansur Yavaş da bilecek ki seçilmişse HDP oylarıyla seçilmiştir,0
Yeni Zelanda’daki cami katliamıyla bağlantılı üç kişi tutuklandı,0
Sevgililer günü hazırlığı,1
Yeni Zelanda’daki terör saldırısını öven Ekşi Sözlük yazarı ile ilgili inceleme başlatıldı,0
Yeni Zelanda’da bir günde bir yıldakinden fazla kişi öldürüldü,0
Gülriz Sururi tedavi gördüğü hastanede 31 Aralık'ta yaşamını yitirdi. Sururi'nin kızı: Sessiz bir defin istediği için vasiyetini yerine getirdik.,0
"Pelin Rua, ‘İnovatif Kadın Girişimci Ödülü’nü bakın neyle aldı... Sarılma duygusu uyandıran battaniye",1
Semih Özsoy: Bunu yapanlar bedelini öder,1
‘Yeni Zelanda’daki cami katliamı failinin geçmişte bir süre Türkiye’de bulunduğu belirlendi’,0
Erdoğan’dan Yeni Zelanda katliamcısına: Senin her yerin bomba olsa ne yazar,0
Michael Jackson’ın kızı cinsel taciz iddialarına yanıt verdi: Babamı savunmak benim görevim değil,0
"Memet Ali Alabora, Gezi iddianamesi hakkında ilk kez konuştu: Savunulamayacak kadar gerçek dışı",0
Milyonlarca Çinlinin uçak ve trene binmesi yasak,1
Düzenli uyku kulak çınlamalarını azaltabilir,1
Yeni Zelanda’daki görgü tanıkları: Saldırganın elinden silahını almaya çalışan kahramanlar oldu,0
Oktay ile Çavuşoğlu Yeni Zelanda’ya gidiyor,0
ABD Dışişleri Bakanlığı: Ulusal güvenliğimize tehdit oluşturan 50 ülke var,0
"Temelli: Kredi istediğin Çin, Mao afişini yasakladığını duymasın",0
“Başka Beşiktaş yok!.” Doğru da..,1
Hulusi Akar: İslamofobik faşist terör bir kez daha dünyanın gözleri önünde,0
"Derslere girmeyen binlerce öğrenci, iklim değişikliğine karşı dünya çapında sokakta",0
"Perinçek: Bu seçim yalnızca belediye seçimi değil, bir karar seçimi",0
"Beşiktaş, çizgi film oluyor",0
Karamollaoğlu’ndan Erdoğan’a: Bu kadar yalan nasıl söylenir? Hiç mi utanma yok?,0
AB’nin Genişlemeden Sorumlu Üyesi : ”Türkiye AB üyelik projesini devam ettirmesin”,0
"İşsizlik yüzde 13.5’e yükseldi, işsiz sayısı 4 milyonu aştı",0
Hande Fırat: Patriotlar için daha önce teklif ettikleri fiyatı yükseltmişler,0
İzmir’de metro otopark inşaatındaki göçükte bir kişinin cansız bedenine ulaşıldı,0
Emine Erdoğan: Kadınlar çalışma hayatında maskülenleşerek bulunmamalı,0
"‘Liderine duyulan güven’ bakımından Çin, ABD’yi geride bıraktı",0
Metiner: AK Parti davamıza karşı bayrak sallarlarsa ertesi gün kendilerini olması gereken yerde bulurlar,0
Vatikan’dan taziye mesajı: Papa başta Müslüman topluluğu olmak üzere bütün Yeni Zelandalılarla dayanışma içerisinde,0
Ahmet Kural: İnanç lafıyla dini kastetmedim,0
Hollanda’nın İslam karşıtı politikacısı Wilders: Şiddet tehdidi altındaki camiler korunmalı,0
Nargilelik tütün üretimi 10 yılda 151 kat arttı,0
S&P: Türkiye’de resesyon devam edecek,0
Kaşıkçı’yı öldüren timde yer alan 20 Suudi için kırmızı bülten,0
"Erdoğan Galatasaray Üniversitesi’ne geldi, öğrencilerin giriş çıkışları yasaklandı",0
"Galatasaray’dan transfer planlaması! Belhanda, Feghouli, Mariano ve Fernando satılacak",0
‘Okul müdüründen öğretmenlere topuklu ayakkabı yasağı’ iddiasına soruşturma,0
"Erdoğan: Bir defa herkes düdükleriyle gelmiş, orada öttürülmeye başlanıyor",0
Fransa’da jinekolog sendikasından kürtaj grevi tehdidi,0
Çin yapay zeka araştırmalarında ABD’yi geride bırakma yolunda,0
"Trump: Brexit İngiltere’yi parçalıyor, May tavsiyemi dinlemedi",0
ABD’den Beyaz Miğferler’e 5 milyon dolarlık destek,0
Son dakika: Savunma Sanayii'nden çok önemli proje! Ve imzalar atıldı,1
Müdafi ve vekillere yapılan ödemelere ilişkin 2019 yılı tarifesinde ücretler yüzde 23 artırıldı. Tarife Resmi Gazete’de yayımlanarak yürürlüğe girdi.,0
"Adıyaman'da yaşayan ressam ve heykeltıraş Hacı Fendoğlu, ilçeyi etkisi altına alan karı sanata dönüştürerek kardan 12 kişilik folklor ekibi yaptı.",0
"Ticaret Bakanı Ruhsar Pekcan, esnafın 2017'de kullandığı 13 milyar lira tutarındaki kredi miktarının 2018'de 16 milyar liraya yükseldiğini açıkladı.",0
Fatih Terim: Erzurumspor maçının saati...,1
Türkiye'nin denize en yakın kayak merkezine ziyaretçi akını,1
Pompeo: Tüm diplomatlarımız Venezüella’dan ayrıldı,0
"İngiltere parlamentosu, Başbakan May’in Brexit’i erteleme teklifini kabul etti",0
BM’den personeline ‘Boeing 737 Max’ kullanmayın talimatı,0
20 milyarlık açığa tırpan!,1
Büyükşehir Belediyesi Erzurumspor-Galatasaray maçında hava nasıl olacak?,1
Beşiktaş'tan izzet-i ikram,1
AA: MİT TIR’ları ihbarcısı Ordu’da yakalandı,0
Trump’ın ‘ulusal acil durum’ kararının iptalini öngören tasarı Senato’da onaylandı,0
Trump’ın 30 gün içinde Suriye'den çekilme talimatını askıya aldığı ve süreyi dört ay uzattığı ileri sürüldü.,0
"Endonezya'da 5,1 büyüklüğünde deprem meydana geldi. Depremde can kaybı veya yaralanma olup olmadığına ilişkin henüz bir açıklama yapılmadı.",0
İş sahibi olmak isteyen gençler dikkat! 8 Bin liraya varan ödeme yapılacak,1
ABD siyasetinin ‘yükselen yıldızı’ başkanlığa aday,0
Bay Kemal hâlâ YPG’yi savunuyor,1
CNN sunucusu Etiyopya’daki uçak faciasının sebebini buldu: ABD hükümetinin kapanması,0
ABD'li senatörden Muhammed bin Selman'a 'çete' benzetmesi,1
"16 yaşındaki iklim aktivisti Greta, Nobel Barış Ödülü’ne aday gösterildi",0
"Facebook, Instagram, WhatsApp ve Messenger tarihin en büyük kesintisini yaşadı",0
"Dünyanın en yaşanılabilir şehri yine Viyana, İstanbul 130. sırada",0
Fizikçiler kuantum bilgisayarı sayesinde zamanı tersine çevirebiliyor,0
OECD: Türkiye rüşvetle mücadelede başarısız,0
Turkcell CEO’su Terzioğlu görevi bıraktı,0
Hint yağının faydaları nelerdir?,1
Fazla mimik cildi yaşlandırıyor!,1
Dört Türk’ten biri mutsuz,1
Hiçbir şirket konkordatoda kalmak istemez,1
İslamofobi kavramını bırakın artık!,1
"Öldürülmekten korkan kadına, eski sevgiliden suç duyurusu",1
"‘Monchi Arsenal’le anlaşırsa, Cengiz Ünder’i transfer etmek isteyecek’",0
Canan Karatay: Bol kuyruk yağıyla yapılmış Adana kebabı kilo verdirme özelliğine sahip,0
"Rus komedyenlerin telefon şakası yaptığı Guaido, Maduro’nun hesaplarının kapatılmasını istedi",0
‘Modern cihatçılık Batı’nın hataları yüzünden doğdu’,0
Rus kozmonotun yörüngede giydiği kostüm yarım milyona satışa çıkarıldı,0
İtalyan belediye başkanı: Bolonez soslu makarna bize ait değil,0
Sivasspor’u İstanbul’a götürecek uçağa yıldırım isabet etti,0
Son dakika: Bosna Kasabı Radovan Karadzic hakkında flaş gelişme!,1
Diyarbakır'da PKK'ya operasyon,1
Özge Ulusoy 10 bin kişiyi silecek!,1
Bayraklı'daki o bölgede bakanlık inceleme başlattı,1
Buldan: Demirtaş cezaevinde olmasaydı Türkiye’nin cumhurbaşkanı olacaktı,0
Erdoğan’dan ‘8 Mart Feminist Gece Yürüyüşü’ yorumu: İşgal hareketine girişmek istediler,0
Bahçeli’den Kılıçdaroğlu’na: Ya aklıyla zoru var ya da girdiği siyasi komadan çıkamamış,0
Venezuella elektriğe kavuştu,0
Fatih Portakal FETÖ’den ifade vermiş,0
"Samsun’da saldırgandan gazetecilere: İyi çekin, yakışıklı olsun da vurduğum adamlar görsün",0
Erdoğan’ın hayali dünyaya örnek oldu,1
"Dink cinayeti davası: Savcılık, Demirkale ile Gün’ün tahliyesine itiraz etti",0
Ebeveyn olmak isteyenler sanal bebek evlat edinebilecek,0
"ABD’li Katolikler, cinsel istismar skandalları nedeniyle kiliseye üyeliklerini sorguluyor",0
Prof. Bingür Sönmez: Savaşta bile dokunulmazlığı olan sağlık çalışanları günümüz Türkiye’sinde öldürülüyorlar,0
"İmamoğlu’nu ağırlayan Buket Aydın’dan ’40 dakikalık kesinti’ açıklaması: Yayınımız canlı değil, ‘Ara veriyoruz’ diyemem",0
‘Ciddi bir ekonomik krizin içinden geçiyoruz’ diyen Fatih Altaylı’dan kumarhane önerisi,0
"Ahmet Kaya’nın kardeşi, film haberlerine tepkili: Bu dolandırıcılığı kim yaparsa pişman olur",0
"İmamoğlu: Tayyip Bey İBB Başkanlığı döneminde farklı hükümetle muhatap oldu, biz de yönetiriz",0
Sanayi üretimi ocakta yıllık yüzde 7.3 azaldı,0
Veri paylaşımı nedeniyle Facebook’a cezai soruşturma,0
Karamollaoğlu: 15 Temmuz’dan yaklaşık 6 ay önce bazı komutanlar geldi,0
ABD: Türkiye’nin Suriye’nin kuzeydoğusuna operasyon yapmasına gerek yok,0
"AK Partili Ünal’dan Yavaş’a: ‘Çocuk pornocusu’ diyorsun, senin böyle bir kişiyle ilişkin ne?",0
Akşener’den Erdoğan’a: Sen hapishaneye giderken yanında ben vardım,0
Emre Kınay: Seçilirsem Saray’a gitmem,0
ABD de “Boeing 737 Max” uçuşlarını durdurdu,0
"ABD, Golan Tepeleri için ilk kez ‘İsrail kontrolündeki’ ifadesini kullandı",0
"Netanyahu, Erdoğan’ı Kürtlere soykırım uygulamakla suçladı",0
Sarı Yelekler’in gösterilerinde biber gazı kullanımına ilişkin 174 soruşturma,0
May: Brexit uzun süreli ertelenebilir,0
İmamoğlu’ndan genel başkanlık yanıtı: Siyasette her şey mümkün,0
"İranlı aktiviste başörtüyü eleştirmekten 33 yıl hapis: 10 yılını yatacak, 148 kırbaç cezası alacak",0
"Dolar ve avro 2018’de tarihi rekor kırdı. Bir yılda dolar TL karşısında yüzde 39.5, avro TL karşısında yüzde 33.1 değer kazandı.",0
"Antep’te Suriyeli mültecilere yönelik saldırıda 11 kişi yaralandı. Polis olaylara karışan 45 kişiyi gözaltına aldı, 1 kişi tutuklandı.",0
Urfa’da her gün en az 2 çocuk istismar şikayetiyle Çocuk İzleme Merkezi'ne başvuruyor.,0
"Bilal Erdoğan: Cumhur İttifakı, egemen güçlere karşı bir birlikteliktir",0
Pelosi’nin azil sürecine karşı çıkması Trump’ı bahtiyar etti,0
Hayvanat bahçesinde jaguar saldırısına uğrayan kadın: Selfie çekmeye çalışmıyordum,0
İtalya Başbakanı’nın Mona Lisa şakası güldürmedi: Fransa ile yine kriz mi çıkacak?,0
Real Madrid’den Zidane’a tarihi bütçe,0
Susam Sokağı film oluyor,0
Vatikan’ın eski üst düzey yetkililerinden Kardinal Pell’e çocuk tacizinden 6 yıl hapis cezası,0
‘Almanların yüzde 80’i Türkiye’ye seyahat etmek istemiyor’,0
‘Sahte like’lar böyle yollanıyormuş,0
Yunanistan’da hükümetin fendi kiliseyi yendi: İlk krematoryum açılıyor,0
İstanbul Hacı Hatice Bayraktar Anadolu Lisesi öğrencileri giyilmesi zorunlu tutulan okul sweatshirtleri için kendilerinden 65 TL istenmesine tepkili.,0
Londra ve New York’a Türkler damga vurdu,1
Kira verenler dikkat! Emsal karar: Kiracı eve yaptığı masrafları alamayacak,1
"‘Uçaklar o kadar karmaşık ki bilgisayar uzmanlarına ihtiyaç var’ diyen Trump’a MIT’den yanıt: Pilotlar kalsa, fena olmaz",0
Çavuşoğlu: Putin ile şakalaşacak kadar Rusça konuşabiliyorum,0
Bilim insanları kuantum bilgisayarıyla zamanı tersine döndürdü,0
"Fatih’te Cezayirlilerle Suriyeliler kavga etti: 1 ölü, 1 yaralı",0
Gürcistan’da kaçak uranyum ele geçirildi,0
"California Valisi, idam cezası infazlarını durduracak",0
Dilenciye para vermeyince bıçaklandı,0
Trump kendi golf kulubündeki turnuvaya katılmadan şampiyon oldu,0
"Kümese sızan tilki, tavuklar tarafından öldürüldü: Birlik olup gagalamışlar",0
"Tanzim satışa 14 bin ton ürün sevkiyatı yapıldı, en çok patates satıldı",0
Cumhurbaşkanı Erdoğan: ”Bugünün de firavunları ve nemrutları var”,0
"“Facebook, Instagram ve Whatsapp’ta global sorun yaşanıyor”",0
CNN Türk Ekrem İmamoğlu’nun cümlesini bitirmesine izin vermeden Erdoğan yayınına geçti,0
Spotify’dan Apple’a suçlama,0
Sosyal medyada ‘We are Erdoğan’ kampanyası başlatıldı,0
Erdoğan: Zillet ittifakı ülkemizi bölmeye çalışıyor,0
Rusya’da terör saldırısı planlayan bir terörist etkisiz hale getirildi,0
"‘Şimdi seni boks makinesi yapıyorum’ dedi, cebine 1 lira koyup dövdü",0
Beşiktaş’ta kadro dışı kalan Gökhan Töre: 9 aydır maaşımı alamadım,0
"Engelli kadına AVM tuvaletinde tecavüz: Sanık, delil yetersizliğinden beraat etti",0
"Model Didem Soydan’a ‘terör’ soruşturmasından takipsizlik, Cumartesi Anneleri’nden destek",0
Nijerya’da 3 katlı bina çöktü: Çocukların da aralarında olduğu 100’den fazla insan mahsur,0
Brezilya’da okula silahlı saldırı: 8 ölü,0
Erdoğan: Sesiniz az geldi yoksa farklı bir şey mi düşünüyorsunuz?,0
Pakdemirli’den McCain açıklaması: Evinde oturup bakan olmaya gelmiş bir insan değilim ki,0
Karamollaoğlu’ndan Erdoğan’a: Berat Albayrak’ı ‘İlle de Bakan yapacağım’ diyorsa farklı bir bakanlık verebilir,0
Trump’tan Boeing kazası ‘yorumu’: Einstein’ın benim pilotum olmasını istemem,0
Netanyahu’dan ‘6 İslam ülkesiyle temas halindeyiz’ açıklaması,0
‘Kirli hava sigaradan daha öldürücü’,0
Bahçeli: Mansur Yavaş adaylıktan çekilmeli,0
Trump’ın 2020 bütçesinde nükleer savaş başlığı detayı,0
Bilim insanları Grönland’da antik ‘güneş kıyameti’ izleri buldu,0
AB’den ‘Boeing 737 Max’ tipi uçaklara uçuş yasağı,0
AB Konseyi’nden Brexit açıklaması: Anlaşmasız ayrılık ihtimali ciddi şekilde arttı,0
‘Mars’a gidecek ilk kişi bir kadın olabilir’,0
"‘Karius, Beşiktaş’ı FIFA’ya şikayet etti’",0
Pentagon’dan ‘transseksüel askerler direktifi’: Doğdukları cinsiyetle görevlerine devam edebilecekler,0
Mesut Yılmaz: Kanser tedavisi görüyorum,0
Sarı Yelekler’e karşı tutum sertleşecek: Eylemcilere hapis ve para cezası öngören yasa tasarısı onaylandı,0
Guaido: Devlet Başkanlığı gasbının sona ermesi çok yakın,0
Tarım ve Orman Bakanı Bekir Pakdemirli ithal edilen hayvanlarda hastalık tespitinden dolayı itlaf olmadığını ileri sürdü.,0
"CHP’li Aygun, çiftçiler icra kapılarında sürünürken iktidarın Cengiz İnşaat’ın 422 milyon liralık vergi borcunu sildiğini hatırlattı.",0
Son dönemin en heyecan verici serilerinden Stranger Things'in 3. sezonunun 4 Temmuz 2019'da başlayacağı açıklandı.,0
Almanya’dan Brexit kararı yorumu: ‘Anlaşmasız senaryoya’ daha fazla yaklaşıyoruz,0
Hollywood yıldızlarına ‘çocuklarını seçkin üniversitelerde okutmak için’ verdikleri rüşvetten dava,0
Tüm Dünyayı Yerinden Oynatan Bir İmece: WWW,0
"‘Erdoğan’a yanlış bilgi veriliyor, Şırnaklılar öyle şaşırdı ki’",0
